OUT_ID,STO_NM,SHIP_YM,SERVICE_TYPE,ORDER_CNT,BOX_TOT,WEIGHT_KG
OUT0001816,Sample E-commerce 0127,2024-01,Standard,15,221.175,1399.75
OUT0001817,Sample E-commerce 0127,2024-02,Standard,6,66.948,354.98
OUT0001818,Sample E-commerce 0127,2024-03,Cold Chain,7,103.518,397.51
OUT0001819,Sample E-commerce 0127,2024-04,Standard,8,102.338,415.77
OUT0001820,Sample E-commerce 0127,2024-05,Standard,12,111.873,1074.67
OUT0001821,Sample E-commerce 0127,2024-06,Standard,15,218.214,1952.73
OUT0001822,Sample E-commerce 0127,2024-07,Standard,13,184.507,1739.12
OUT0001823,Sample E-commerce 0127,2024-08,Priority,16,112.985,747.42
OUT0001824,Sample E-commerce 0127,2024-09,Standard,16,151.111,1432.52
OUT0001825,Sample E-commerce 0127,2024-11,Cold Chain,12,165.835,1570.67
OUT0001826,Sample E-commerce 0127,2024-12,Standard,13,119.345,1167.82
OUT0001827,Sample E-commerce 0127,2025-01,Standard,17,122.585,753.66
OUT0001828,Sample E-commerce 0127,2025-02,Standard,6,60.508,256.66
OUT0001829,Sample E-commerce 0127,2025-03,Standard,20,143.224,1291.49
OUT0001830,Sample E-commerce 0127,2025-04,Standard,10,76.82,327.4
OUT0001831,Sample E-commerce 0127,2025-05,Standard,8,115.151,941.12
OUT0001832,Sample E-commerce 0127,2025-06,Cold Chain,11,86.145,290.96
OUT0001833,Sample Convenience 0128,2024-01,Cold Chain,14,119.757,431.37
OUT0001834,Sample Convenience 0128,2024-02,Standard,5,71.9,444.51
OUT0001835,Sample Convenience 0128,2024-03,Standard,5,55.811,531.45
OUT0001836,Sample Convenience 0128,2024-04,Standard,7,99.823,806.58
OUT0001837,Sample Convenience 0128,2024-05,Standard,6,92.69,811.08
OUT0001838,Sample Convenience 0128,2024-06,Standard,8,63.851,616.48
OUT0001839,Sample Convenience 0128,2024-08,Standard,6,45.712,208.37
OUT0001840,Sample Convenience 0128,2024-09,Standard,9,128.149,1001.42
OUT0001841,Sample Convenience 0128,2024-11,Standard,12,133.467,693.57
OUT0001842,Sample Convenience 0128,2024-12,Standard,6,61.316,218.08
OUT0001843,Sample Convenience 0128,2025-01,Standard,7,104.902,654.46
OUT0001844,Sample Convenience 0128,2025-02,Standard,6,53.823,281.96
OUT0001845,Sample Convenience 0128,2025-03,Standard,3,31.849,258.79
OUT0001846,Sample Convenience 0128,2025-04,Standard,7,60.72,247.69
OUT0001847,Sample Convenience 0128,2025-05,Standard,5,51.48,292.3
OUT0001848,Sample Convenience 0128,2025-06,Standard,3,40.21,393.07
OUT0001849,Sample Manufacturing 0129,2024-01,Standard,5,36.991,140.98
OUT0001850,Sample Manufacturing 0129,2024-02,Standard,10,143.131,918.8
OUT0001851,Sample Manufacturing 0129,2024-03,Cold Chain,5,60.175,520.7
OUT0001852,Sample Manufacturing 0129,2024-04,Cold Chain,6,54.63,391.12
OUT0001853,Sample Manufacturing 0129,2024-05,Standard,5,58.779,485.41
OUT0001854,Sample Manufacturing 0129,2024-06,Cold Chain,5,66.094,281.89
OUT0001855,Sample Manufacturing 0129,2024-07,Standard,8,56.677,521.27
OUT0001856,Sample Manufacturing 0129,2024-08,Standard,6,81.765,366.18
OUT0001857,Sample Manufacturing 0129,2024-09,Standard,5,51.845,406.56
OUT0001858,Sample Manufacturing 0129,2024-10,Standard,7,82.471,469.83
OUT0001859,Sample Manufacturing 0129,2024-11,Standard,8,61.532,212.1
OUT0001860,Sample Manufacturing 0129,2024-12,Cold Chain,11,154.48,1337.27
OUT0001861,Sample Manufacturing 0129,2025-01,Standard,5,48.833,352.63
OUT0001862,Sample Manufacturing 0129,2025-02,Standard,2,17.55,165.0
OUT0001863,Sample Manufacturing 0129,2025-03,Standard,6,91.237,292.61
OUT0001864,Sample Manufacturing 0129,2025-04,Standard,10,146.788,872.32
OUT0001865,Sample Manufacturing 0129,2025-05,Standard,3,39.75,334.52
OUT0001866,Sample Manufacturing 0129,2025-06,Standard,8,95.496,579.67
OUT0001867,Sample E-commerce 0130,2024-02,Priority,8,74.841,358.77
OUT0001868,Sample E-commerce 0130,2024-03,Standard,8,106.122,970.9
OUT0001869,Sample E-commerce 0130,2024-04,Standard,17,247.941,2003.83
OUT0001870,Sample E-commerce 0130,2024-05,Standard,8,82.682,716.74
OUT0001871,Sample E-commerce 0130,2024-06,Priority,11,90.533,729.75
OUT0001872,Sample E-commerce 0130,2024-07,Standard,17,205.468,1162.39
OUT0001873,Sample E-commerce 0130,2024-08,Cold Chain,7,93.722,367.21
OUT0001874,Sample E-commerce 0130,2024-09,Cold Chain,8,116.574,680.54
OUT0001875,Sample E-commerce 0130,2024-10,Standard,7,60.452,485.43
OUT0001876,Sample E-commerce 0130,2024-11,Standard,11,113.444,675.11
OUT0001877,Sample E-commerce 0130,2024-12,Standard,8,119.984,713.76
OUT0001878,Sample E-commerce 0130,2025-01,Priority,10,142.157,541.45
OUT0001879,Sample E-commerce 0130,2025-02,Cold Chain,5,69.807,592.35
OUT0001880,Sample E-commerce 0130,2025-03,Standard,6,46.467,334.54
OUT0001881,Sample E-commerce 0130,2025-04,Standard,17,193.71,1402.07
OUT0001882,Sample E-commerce 0130,2025-05,Cold Chain,10,136.471,1297.45
OUT0001883,Sample E-commerce 0130,2025-06,Priority,9,124.139,1206.09
OUT0001884,Sample Retail 0131,2024-01,Standard,9,109.594,846.07
OUT0001885,Sample Retail 0131,2024-02,Cold Chain,11,118.29,571.47
OUT0001886,Sample Retail 0131,2024-03,Standard,30,335.167,3180.41
OUT0001887,Sample Retail 0131,2024-04,Standard,15,231.428,1131.86
OUT0001888,Sample Retail 0131,2024-05,Standard,15,140.821,1108.11
OUT0001889,Sample Retail 0131,2024-06,Priority,24,312.917,1921.02
OUT0001890,Sample Retail 0131,2024-07,Standard,21,169.708,977.57
OUT0001891,Sample Retail 0131,2024-08,Cold Chain,16,159.635,739.24
OUT0001892,Sample Retail 0131,2024-09,Standard,18,146.362,866.74
OUT0001893,Sample Retail 0131,2024-10,Standard,17,240.216,1726.25
OUT0001894,Sample Retail 0131,2024-12,Cold Chain,13,94.434,528.0
OUT0001895,Sample Retail 0131,2025-02,Standard,19,267.963,1525.77
OUT0001896,Sample Retail 0131,2025-03,Standard,20,224.386,1218.77
OUT0001897,Sample Retail 0131,2025-04,Priority,8,76.973,484.84
OUT0001898,Sample Retail 0131,2025-05,Standard,9,117.831,1064.96
OUT0001899,Sample Manufacturing 0132,2024-01,Cold Chain,20,161.99,1350.54
OUT0001900,Sample Manufacturing 0132,2024-02,Standard,15,201.528,694.91
OUT0001901,Sample Manufacturing 0132,2024-03,Standard,13,194.578,1148.71
OUT0001902,Sample Manufacturing 0132,2024-04,Standard,17,151.437,1404.23
OUT0001903,Sample Manufacturing 0132,2024-05,Standard,15,133.544,994.94
OUT0001904,Sample Manufacturing 0132,2024-06,Standard,12,161.302,1546.98
OUT0001905,Sample Manufacturing 0132,2024-07,Priority,28,260.174,1378.76
OUT0001906,Sample Manufacturing 0132,2024-08,Standard,16,141.86,852.61
OUT0001907,Sample Manufacturing 0132,2024-09,Standard,16,196.329,1240.27
OUT0001908,Sample Manufacturing 0132,2024-10,Cold Chain,13,103.996,918.45
OUT0001909,Sample Manufacturing 0132,2024-12,Standard,19,269.513,951.22
OUT0001910,Sample Manufacturing 0132,2025-01,Standard,24,340.72,2219.81
OUT0001911,Sample Manufacturing 0132,2025-02,Standard,15,205.608,1133.4
OUT0001912,Sample Manufacturing 0132,2025-03,Standard,14,152.869,732.21
OUT0001913,Sample Manufacturing 0132,2025-04,Standard,25,251.404,1912.94
OUT0001914,Sample Manufacturing 0132,2025-05,Standard,23,182.428,1545.88
OUT0001915,Sample Manufacturing 0132,2025-06,Standard,22,191.394,1479.99
OUT0001916,Sample FoodService 0133,2024-01,Standard,37,441.521,1581.1
OUT0001917,Sample FoodService 0133,2024-02,Standard,19,257.297,929.99
OUT0001918,Sample FoodService 0133,2024-03,Priority,14,192.398,698.88
OUT0001919,Sample FoodService 0133,2024-05,Standard,11,135.567,484.73
OUT0001920,Sample FoodService 0133,2024-06,Cold Chain,13,158.858,1551.44
OUT0001921,Sample FoodService 0133,2024-07,Standard,15,134.788,935.12
OUT0001922,Sample FoodService 0133,2024-08,Standard,23,239.686,841.03
OUT0001923,Sample FoodService 0133,2024-09,Standard,21,179.072,977.41
OUT0001924,Sample FoodService 0133,2024-10,Standard,31,385.634,1536.44
OUT0001925,Sample FoodService 0133,2024-11,Standard,17,242.496,1842.09
OUT0001926,Sample FoodService 0133,2024-12,Priority,32,239.695,1980.59
OUT0001927,Sample FoodService 0133,2025-01,Standard,31,394.139,3193.14
OUT0001928,Sample FoodService 0133,2025-02,Standard,24,247.168,1002.18
OUT0001929,Sample FoodService 0133,2025-03,Standard,20,159.829,1354.82
OUT0001930,Sample FoodService 0133,2025-04,Cold Chain,25,228.854,814.76
OUT0001931,Sample FoodService 0133,2025-05,Standard,13,117.516,1070.88
OUT0001932,Sample FoodService 0133,2025-06,Standard,21,324.892,2548.31
OUT0001933,Sample Convenience 0134,2024-01,Cold Chain,5,73.13,613.04
OUT0001934,Sample Convenience 0134,2024-02,Standard,5,64.873,444.38
OUT0001935,Sample Convenience 0134,2024-03,Standard,2,20.273,195.4
OUT0001936,Sample Convenience 0134,2024-04,Standard,6,51.173,344.44
OUT0001937,Sample Convenience 0134,2024-05,Standard,5,46.075,412.55
OUT0001938,Sample Convenience 0134,2024-06,Standard,3,41.59,278.13
OUT0001939,Sample Convenience 0134,2024-07,Cold Chain,2,18.821,166.67
OUT0001940,Sample Convenience 0134,2024-09,Standard,5,35.285,267.44
OUT0001941,Sample Convenience 0134,2024-10,Standard,4,60.026,348.32
OUT0001942,Sample Convenience 0134,2024-12,Standard,4,39.433,144.29
OUT0001943,Sample Convenience 0134,2025-02,Standard,3,21.121,125.16
OUT0001944,Sample Convenience 0134,2025-04,Standard,4,43.186,375.82
OUT0001945,Sample Convenience 0134,2025-05,Standard,5,41.781,289.32
OUT0001946,Sample Convenience 0134,2025-06,Standard,3,43.155,346.68
OUT0001947,Sample Manufacturing 0135,2024-01,Standard,7,56.183,468.08
OUT0001948,Sample Manufacturing 0135,2024-03,Standard,10,76.195,482.61
OUT0001949,Sample Manufacturing 0135,2024-04,Standard,14,200.292,1064.94
OUT0001950,Sample Manufacturing 0135,2024-05,Standard,17,132.528,784.68
OUT0001951,Sample Manufacturing 0135,2024-06,Standard,11,126.285,812.51
OUT0001952,Sample Manufacturing 0135,2024-07,Standard,12,156.174,1319.16
OUT0001953,Sample Manufacturing 0135,2024-11,Standard,24,208.524,1947.34
OUT0001954,Sample Manufacturing 0135,2025-01,Standard,12,146.467,1078.21
OUT0001955,Sample Manufacturing 0135,2025-02,Standard,6,88.661,862.07
OUT0001956,Sample Manufacturing 0135,2025-05,Cold Chain,13,153.84,834.8
OUT0001957,Sample Manufacturing 0135,2025-06,Standard,12,85.482,602.27
OUT0001958,Sample E-commerce 0136,2024-01,Standard,8,100.034,632.13
OUT0001959,Sample E-commerce 0136,2024-03,Standard,9,82.458,313.52
OUT0001960,Sample E-commerce 0136,2024-04,Cold Chain,5,52.559,356.59
OUT0001961,Sample E-commerce 0136,2024-05,Standard,11,99.713,776.26
OUT0001962,Sample E-commerce 0136,2024-06,Standard,9,104.325,910.71
OUT0001963,Sample E-commerce 0136,2024-07,Standard,20,175.685,736.22
OUT0001964,Sample E-commerce 0136,2024-08,Standard,11,163.259,679.64
OUT0001965,Sample E-commerce 0136,2024-10,Standard,8,97.428,877.71
OUT0001966,Sample E-commerce 0136,2024-12,Cold Chain,12,131.027,1218.34
OUT0001967,Sample E-commerce 0136,2025-01,Standard,15,218.652,817.43
OUT0001968,Sample E-commerce 0136,2025-02,Standard,7,62.726,346.34
OUT0001969,Sample E-commerce 0136,2025-03,Standard,13,184.86,1545.78
OUT0001970,Sample E-commerce 0136,2025-05,Standard,12,103.422,495.29
OUT0001971,Sample Retail 0137,2024-01,Standard,6,67.498,373.56
OUT0001972,Sample Retail 0137,2024-02,Standard,11,152.433,864.3
OUT0001973,Sample Retail 0137,2024-03,Standard,16,175.388,1083.13
OUT0001974,Sample Retail 0137,2024-04,Standard,11,158.778,1028.08
OUT0001975,Sample Retail 0137,2024-05,Standard,10,72.053,331.09
OUT0001976,Sample Retail 0137,2024-06,Standard,18,273.085,1665.09
OUT0001977,Sample Retail 0137,2024-07,Standard,9,130.018,892.62
OUT0001978,Sample Retail 0137,2024-09,Standard,8,92.292,587.33
OUT0001979,Sample Retail 0137,2024-11,Standard,12,159.545,1308.74
OUT0001980,Sample Retail 0137,2024-12,Standard,9,71.312,500.21
OUT0001981,Sample Retail 0137,2025-01,Standard,15,194.812,662.32
OUT0001982,Sample Retail 0137,2025-03,Standard,18,203.129,1388.43
OUT0001983,Sample Retail 0137,2025-04,Standard,14,139.54,703.03
OUT0001984,Sample Retail 0137,2025-05,Standard,10,122.232,488.91
OUT0001985,Sample Retail 0137,2025-06,Standard,19,151.646,1185.26
OUT0001986,Sample Pharma 0138,2024-03,Cold Chain,13,139.012,992.36
OUT0001987,Sample Pharma 0138,2024-04,Priority,15,176.028,588.87
OUT0001988,Sample Pharma 0138,2024-06,Standard,9,112.943,910.71
OUT0001989,Sample Pharma 0138,2024-07,Standard,9,69.121,571.13
OUT0001990,Sample Pharma 0138,2024-09,Standard,17,175.207,1289.46
OUT0001991,Sample Pharma 0138,2024-11,Standard,15,119.685,481.43
OUT0001992,Sample Pharma 0138,2024-12,Priority,11,162.341,1276.43
OUT0001993,Sample Pharma 0138,2025-01,Standard,15,126.269,1036.48
OUT0001994,Sample Pharma 0138,2025-02,Cold Chain,16,245.395,1762.28
OUT0001995,Sample Pharma 0138,2025-03,Standard,10,137.082,1327.86
OUT0001996,Sample Pharma 0138,2025-04,Standard,15,196.71,1606.01
OUT0001997,Sample Pharma 0138,2025-06,Standard,15,165.098,1167.78
OUT0001998,Sample E-commerce 0139,2024-01,Standard,25,243.61,1421.88
OUT0001999,Sample E-commerce 0139,2024-02,Standard,27,330.583,3044.36
OUT0002000,Sample E-commerce 0139,2024-04,Standard,28,399.326,2819.23
OUT0002001,Sample E-commerce 0139,2024-06,Standard,32,422.401,2848.42
OUT0002002,Sample E-commerce 0139,2024-07,Standard,24,266.331,2284.96
OUT0002003,Sample E-commerce 0139,2024-08,Cold Chain,17,130.506,989.32
OUT0002004,Sample E-commerce 0139,2024-09,Standard,20,287.798,1780.1
OUT0002005,Sample E-commerce 0139,2024-10,Standard,22,318.126,2973.31
OUT0002006,Sample E-commerce 0139,2024-11,Standard,13,180.763,1250.63
OUT0002007,Sample E-commerce 0139,2025-01,Standard,23,327.566,1542.04
OUT0002008,Sample E-commerce 0139,2025-03,Standard,23,267.741,1266.61
OUT0002009,Sample E-commerce 0139,2025-04,Standard,21,257.057,1117.15
OUT0002010,Sample E-commerce 0139,2025-05,Standard,13,137.692,1122.93
OUT0002011,Sample E-commerce 0140,2024-01,Standard,14,111.645,763.34
OUT0002012,Sample E-commerce 0140,2024-02,Cold Chain,20,287.823,935.69
OUT0002013,Sample E-commerce 0140,2024-03,Standard,15,143.451,919.76
OUT0002014,Sample E-commerce 0140,2024-04,Standard,11,129.236,553.77
OUT0002015,Sample E-commerce 0140,2024-05,Standard,14,122.41,877.75
OUT0002016,Sample E-commerce 0140,2024-06,Standard,16,153.398,992.49
OUT0002017,Sample E-commerce 0140,2024-09,Standard,10,81.763,674.68
OUT0002018,Sample E-commerce 0140,2024-10,Standard,12,146.676,833.04
OUT0002019,Sample E-commerce 0140,2024-11,Standard,21,175.336,1380.32
OUT0002020,Sample E-commerce 0140,2024-12,Standard,20,232.078,1276.72
OUT0002021,Sample E-commerce 0140,2025-01,Standard,16,189.943,762.95
OUT0002022,Sample E-commerce 0140,2025-02,Standard,10,106.608,919.42
OUT0002023,Sample E-commerce 0140,2025-03,Standard,7,90.279,481.94
OUT0002024,Sample E-commerce 0140,2025-04,Standard,15,116.689,611.64
OUT0002025,Sample E-commerce 0140,2025-05,Standard,8,87.218,430.63
OUT0002026,Sample FoodService 0141,2024-01,Standard,7,93.025,704.12
OUT0002027,Sample FoodService 0141,2024-02,Cold Chain,11,80.695,299.03
OUT0002028,Sample FoodService 0141,2024-03,Standard,13,122.527,499.44
OUT0002029,Sample FoodService 0141,2024-04,Standard,8,69.569,345.83
OUT0002030,Sample FoodService 0141,2024-05,Standard,8,72.318,328.47
OUT0002031,Sample FoodService 0141,2024-07,Priority,5,54.372,487.1
OUT0002032,Sample FoodService 0141,2024-08,Priority,5,56.902,376.52
OUT0002033,Sample FoodService 0141,2024-09,Standard,5,42.871,379.31
OUT0002034,Sample FoodService 0141,2024-10,Standard,6,85.394,601.83
OUT0002035,Sample FoodService 0141,2024-11,Standard,12,89.662,300.06
OUT0002036,Sample FoodService 0141,2024-12,Standard,7,66.959,511.19
OUT0002037,Sample FoodService 0141,2025-01,Standard,6,88.196,820.58
OUT0002038,Sample FoodService 0141,2025-03,Standard,8,102.044,457.85
OUT0002039,Sample FoodService 0141,2025-04,Cold Chain,7,60.462,407.5
OUT0002040,Sample FoodService 0141,2025-05,Standard,11,80.117,698.84
OUT0002041,Sample FoodService 0141,2025-06,Standard,8,83.365,707.26
OUT0002042,Sample Pharma 0142,2024-01,Standard,6,46.881,228.07
OUT0002043,Sample Pharma 0142,2024-02,Standard,4,58.71,513.04
OUT0002044,Sample Pharma 0142,2024-03,Standard,8,123.508,727.18
OUT0002045,Sample Pharma 0142,2024-04,Standard,5,57.608,330.72
OUT0002046,Sample Pharma 0142,2024-05,Cold Chain,6,53.596,217.04
OUT0002047,Sample Pharma 0142,2024-06,Priority,7,106.184,741.93
OUT0002048,Sample Pharma 0142,2024-07,Standard,5,41.875,317.39
OUT0002049,Sample Pharma 0142,2024-11,Standard,6,90.073,825.59
OUT0002050,Sample Pharma 0142,2024-12,Standard,15,130.261,1154.73
OUT0002051,Sample Pharma 0142,2025-01,Standard,5,65.316,340.45
OUT0002052,Sample Pharma 0142,2025-02,Standard,4,36.062,119.73
OUT0002053,Sample Pharma 0142,2025-03,Standard,5,75.723,276.71
OUT0002054,Sample Pharma 0142,2025-04,Standard,8,120.7,861.95
OUT0002055,Sample Pharma 0142,2025-05,Standard,6,57.58,352.17
OUT0002056,Sample Pharma 0142,2025-06,Standard,4,58.474,211.27
OUT0002057,Sample Convenience 0143,2024-02,Standard,5,45.678,412.2
OUT0002058,Sample Convenience 0143,2024-03,Cold Chain,4,41.396,293.36
OUT0002059,Sample Convenience 0143,2024-04,Priority,7,53.928,486.12
OUT0002060,Sample Convenience 0143,2024-05,Standard,5,55.762,206.2
OUT0002061,Sample Convenience 0143,2024-06,Standard,6,74.443,446.52
OUT0002062,Sample Convenience 0143,2024-07,Standard,10,144.804,519.96
OUT0002063,Sample Convenience 0143,2024-09,Standard,7,75.923,525.44
OUT0002064,Sample Convenience 0143,2024-10,Standard,8,82.396,727.49
OUT0002065,Sample Convenience 0143,2024-11,Priority,10,90.035,439.42
OUT0002066,Sample Convenience 0143,2025-02,Standard,6,65.355,616.94
OUT0002067,Sample Convenience 0143,2025-03,Standard,10,104.218,581.99
OUT0002068,Sample Convenience 0143,2025-05,Cold Chain,7,78.648,638.58
OUT0002069,Sample Convenience 0143,2025-06,Standard,5,65.292,548.49
OUT0002070,Sample Retail 0144,2024-01,Standard,10,70.111,577.36
OUT0002071,Sample Retail 0144,2024-02,Standard,5,49.957,482.5
OUT0002072,Sample Retail 0144,2024-03,Standard,4,55.983,525.0
OUT0002073,Sample Retail 0144,2024-04,Standard,9,117.976,490.22
OUT0002074,Sample Retail 0144,2024-05,Standard,9,131.318,535.83
OUT0002075,Sample Retail 0144,2024-06,Standard,9,128.475,1082.73
OUT0002076,Sample Retail 0144,2024-08,Priority,11,79.47,540.06
OUT0002077,Sample Retail 0144,2024-09,Standard,6,92.951,379.83
OUT0002078,Sample Retail 0144,2024-10,Standard,10,143.131,458.27
OUT0002079,Sample Retail 0144,2024-11,Standard,7,55.168,476.27
OUT0002080,Sample Retail 0144,2024-12,Priority,17,249.023,2257.99
OUT0002081,Sample Retail 0144,2025-01,Standard,12,91.324,384.56
OUT0002082,Sample Retail 0144,2025-02,Standard,9,95.298,444.14
OUT0002083,Sample Retail 0144,2025-03,Cold Chain,13,121.399,969.72
OUT0002084,Sample Retail 0144,2025-04,Standard,8,89.131,404.36
OUT0002085,Sample Retail 0144,2025-05,Standard,9,112.715,905.17
OUT0002086,Sample Retail 0144,2025-06,Standard,9,68.736,279.31
OUT0002087,Sample Retail 0145,2024-01,Priority,11,166.99,915.34
OUT0002088,Sample Retail 0145,2024-02,Standard,8,104.775,969.5
OUT0002089,Sample Retail 0145,2024-03,Standard,5,52.756,385.6
OUT0002090,Sample Retail 0145,2024-04,Standard,17,126.892,1190.86
OUT0002091,Sample Retail 0145,2024-05,Standard,8,59.938,192.97
OUT0002092,Sample Retail 0145,2024-06,Standard,6,49.695,322.87
OUT0002093,Sample Retail 0145,2024-07,Cold Chain,6,60.931,276.76
OUT0002094,Sample Retail 0145,2024-08,Priority,7,87.419,690.52
OUT0002095,Sample Retail 0145,2024-09,Standard,5,35.506,273.78
OUT0002096,Sample Retail 0145,2024-10,Standard,12,184.239,1484.84
OUT0002097,Sample Retail 0145,2024-11,Priority,13,105.894,791.99
OUT0002098,Sample Retail 0145,2024-12,Standard,11,107.572,562.46
OUT0002099,Sample Retail 0145,2025-01,Standard,22,202.755,1308.85
OUT0002100,Sample Retail 0145,2025-02,Standard,12,143.147,487.79
OUT0002101,Sample Retail 0145,2025-04,Standard,7,59.434,413.32
OUT0002102,Sample Retail 0145,2025-05,Standard,13,135.439,637.76
OUT0002103,Sample FoodService 0146,2024-01,Standard,17,147.95,535.88
OUT0002104,Sample FoodService 0146,2024-02,Standard,15,199.49,770.05
OUT0002105,Sample FoodService 0146,2024-04,Cold Chain,18,174.333,1689.46
OUT0002106,Sample FoodService 0146,2024-05,Priority,13,96.084,925.32
OUT0002107,Sample FoodService 0146,2024-06,Standard,37,542.325,4489.74
OUT0002108,Sample FoodService 0146,2024-07,Standard,16,233.056,1663.63
OUT0002109,Sample FoodService 0146,2024-08,Priority,27,246.577,2154.4
OUT0002110,Sample FoodService 0146,2024-09,Standard,14,156.078,1086.99
